customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
6120-RJKLU,female,1,Yes,No,62.0,Yes,No,dsl,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.95,4819.75,No
9572-WUKSB,male,0,Yes,No,3.0,No,No,dsl,No,No,No,Yes,No,No,Monthly,Yes,Manual,29.9,92.25,No
5893-KCLGT,female,0,No,Yes,72.0,Yes,No,no,No,No,No,No,No,No,Two year,Yes,Manual,19.75,1567.0,No
0076-LVEPS,male,0,No,Yes,29.0,No,No,dsl,Yes,Yes,Yes,Yes,No,No,Monthly,Yes,Manual,45.0,1242.45,No
3640-JQGJG,male,0,Yes,Yes,13.0,Yes,No,dsl,No,No,No,No,No,No,Monthly,No,Bank transfer (automatic),44.8,559.2,No
4919-MOAVT,male,0,No,Yes,3.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,No,Manual,69.65,220.1,Yes
1596-OQSPS,female,0,No,No,11.0,Yes,No,dsl,No,Yes,No,No,No,No,Monthly,No,Manual,51.1,531.15,No
9867-XOBQA,female,0,No,Yes,21.0,No,No,dsl,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Manual,53.15,1183.2,No
9546-KDTRB,female,0,No,No,19.0,Yes,Yes,no,No,No,No,No,No,No,Monthly,No,Bank transfer (automatic),24.7,465.85,No
3090-HAWSU,male,0,No,No,61.0,Yes,Yes,fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.6,6876.05,Yes
9820-RMCQV,female,0,No,No,11.0,Yes,No,dsl,Yes,No,No,No,No,No,Monthly,No,Credit card (automatic),48.55,501.0,Yes
3174-RKMOW,male,0,Yes,Yes,35.0,Yes,Yes,fiber optic,No,Yes,Yes,Yes,Yes,Yes,Monthly,Yes,Manual,109.95,3782.4,No
1760-CAZHT,male,0,No,Yes,25.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,20.8,460.2,No
7839-QRKXN,female,0,No,No,1.0,Yes,No,no,No,No,No,No,No,No,Monthly,Yes,Manual,20.2,20.2,Yes
8441-SHIPE,female,0,No,No,67.0,Yes,Yes,no,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),25.6,1790.35,No
5204-QZXPU,male,0,No,No,19.0,No,No,dsl,No,No,Yes,No,Yes,No,Monthly,Yes,Manual,39.65,733.35,Yes
4597-ELFTS,male,0,No,No,56.0,Yes,Yes,no,No,No,No,No,No,No,One year,No,Manual,24.9,1334.0,Yes
1320-GVNHT,male,0,Yes,Yes,72.0,Yes,Yes,fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),108.4,7767.25,No
1047-RNXZV,male,0,No,No,43.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Manual,19.55,876.15,No
3541-ZNUHK,female,0,Yes,Yes,55.0,Yes,Yes,fiber optic,Yes,Yes,No,No,No,No,Monthly,Yes,Manual,85.1,4600.95,No
8450-JOVAH,male,0,Yes,Yes,2.0,Yes,Yes,dsl,Yes,No,No,No,No,No,Monthly,No,Manual,56.7,113.55,Yes
8725-JEDFD,male,0,No,No,27.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,69.05,1793.25,No
7562-UXTPG,female,0,No,No,13.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,70.15,886.7,No
8071-SBTRN,female,0,No,No,70.0,Yes,Yes,fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Manual,111.15,7737.55,No
1113-IUJYX,female,0,Yes,No,14.0,Yes,No,fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Manual,105.95,1348.9,Yes
6668-CNMFP,female,0,Yes,Yes,19.0,Yes,Yes,fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),89.35,1686.85,No
5626-MGTUK,female,0,No,No,20.0,Yes,Yes,fiber optic,Yes,No,No,No,Yes,No,Monthly,Yes,Bank transfer (automatic),89.1,1879.25,No
5681-LLOEI,male,0,Yes,Yes,43.0,Yes,Yes,fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),91.25,4013.8,No
8212-DJRCH,male,0,Yes,Yes,5.0,Yes,No,fiber optic,Yes,No,Yes,No,No,Yes,Monthly,Yes,Manual,90.35,434.5,No
4323-OHFOW,female,1,Yes,No,70.0,Yes,Yes,fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.55,7195.35,No
4933-BSAIP,female,0,Yes,No,40.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Manual,19.1,780.1,No
2030-BTZRO,male,0,Yes,Yes,6.0,Yes,No,no,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),20.4,107.6,No
1116-DXXDF,male,0,No,No,39.0,Yes,No,fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Manual,100.45,3801.7,No
9274-CNFMO,male,1,Yes,No,4.0,Yes,Yes,fiber optic,No,No,No,No,No,No,Monthly,No,Manual,74.95,308.7,Yes
7758-XKCBS,male,0,No,No,15.0,No,No,dsl,No,No,No,Yes,No,No,Monthly,Yes,Manual,29.7,438.25,Yes
8992-JQYUN,male,0,Yes,No,1.0,No,No,dsl,No,No,Yes,No,Yes,Yes,Monthly,Yes,Manual,50.35,50.35,Yes
6563-VNPMN,female,1,No,No,45.0,Yes,No,fiber optic,Yes,Yes,No,Yes,No,No,Monthly,Yes,Bank transfer (automatic),85.7,3778.1,No
0617-AQNWT,female,0,Yes,No,64.0,No,No,dsl,Yes,No,Yes,Yes,No,Yes,Two year,No,Manual,47.85,3147.5,Yes
2267-WTPYD,female,1,Yes,No,57.0,Yes,Yes,fiber optic,No,Yes,Yes,No,No,Yes,Monthly,No,Credit card (automatic),94.0,5438.95,No
0270-THENM,male,0,Yes,Yes,72.0,Yes,Yes,dsl,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.85,5102.35,No
2446-PLQVO,male,0,No,No,1.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,70.3,70.3,Yes
4707-MAXGU,male,0,Yes,No,72.0,Yes,Yes,no,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.85,1872.2,No
2710-WYVXG,female,0,No,No,3.0,Yes,No,dsl,Yes,Yes,No,Yes,No,Yes,Two year,No,Manual,71.1,213.35,No
3005-NFMTA,male,1,No,No,55.0,Yes,Yes,fiber optic,Yes,No,No,No,Yes,Yes,Monthly,Yes,Manual,98.8,5617.75,Yes
6300-BWMJX,female,0,Yes,No,59.0,Yes,Yes,fiber optic,No,No,Yes,Yes,Yes,No,Monthly,No,Manual,93.35,5386.5,No
8784-CGILN,female,0,No,No,18.0,Yes,Yes,fiber optic,No,No,No,Yes,Yes,Yes,Monthly,Yes,Bank transfer (automatic),99.85,1776.95,Yes
5389-FFVKB,male,1,Yes,No,32.0,Yes,No,fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Credit card (automatic),80.3,2483.05,Yes
7009-LGECI,female,0,No,No,4.0,Yes,No,dsl,Yes,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),50.55,235.65,No
8444-WRIDW,female,1,No,No,66.0,Yes,Yes,fiber optic,No,Yes,No,No,No,No,Monthly,Yes,Credit card (automatic),80.45,5224.35,Yes
5022-KVDQT,male,0,No,No,27.0,Yes,Yes,fiber optic,No,No,Yes,No,No,No,Monthly,Yes,Manual,81.3,2272.8,No
7976-CICYS,male,0,No,No,4.0,Yes,No,no,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),20.7,83.75,No
1036-GUDCL,male,0,Yes,Yes,60.0,Yes,No,dsl,Yes,Yes,No,Yes,Yes,Yes,Monthly,Yes,Credit card (automatic),79.05,4663.4,No
2005-DWQZJ,female,0,Yes,Yes,8.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Manual,19.05,201.7,No
8148-WOCMK,male,0,Yes,Yes,8.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.6,125.0,No
7815-PDTHL,male,0,No,No,35.0,Yes,No,no,No,No,No,No,No,No,Two year,Yes,Manual,20.2,684.4,No
9451-LPGOO,male,0,No,No,7.0,Yes,Yes,fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Manual,86.8,620.35,Yes
9173-IVZVP,female,0,Yes,Yes,53.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Manual,20.9,1146.05,No
9129-UXERG,female,1,No,No,18.0,Yes,Yes,fiber optic,No,Yes,No,Yes,Yes,Yes,Monthly,Yes,Credit card (automatic),103.6,1806.35,No
3635-JBPSG,female,0,No,No,15.0,No,No,dsl,No,Yes,No,No,No,Yes,Two year,Yes,Manual,38.8,603.0,No
7964-ZRKKG,male,0,Yes,No,67.0,Yes,Yes,fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),88.4,5798.3,No
5868-YWPDW,male,1,Yes,No,6.0,Yes,No,fiber optic,No,Yes,No,No,No,Yes,Monthly,Yes,Manual,84.2,519.15,Yes
6229-LSCKB,male,1,No,No,6.0,Yes,No,fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Manual,79.7,497.6,No
2025-JKFWI,male,0,No,No,13.0,Yes,Yes,fiber optic,No,No,No,Yes,Yes,Yes,Monthly,Yes,Manual,99.0,1301.7,Yes
4078-SAYYN,female,0,No,No,11.0,Yes,Yes,fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Manual,100.75,1129.75,Yes
1724-IQWNM,male,0,No,Yes,1.0,Yes,No,no,No,No,No,No,No,No,Monthly,Yes,Manual,19.3,19.3,No
8217-QYOHV,male,0,No,No,5.0,Yes,No,dsl,Yes,No,No,Yes,No,No,Monthly,Yes,Manual,55.75,266.95,No
5546-QUERU,male,0,No,No,13.0,Yes,No,no,No,No,No,No,No,No,One year,Yes,Manual,19.95,257.0,No
9940-HPQPG,female,0,Yes,No,9.0,Yes,Yes,fiber optic,Yes,Yes,Yes,No,No,No,Monthly,No,Bank transfer (automatic),91.75,865.8,Yes
6897-UUBNU,male,0,No,No,29.0,Yes,No,fiber optic,No,Yes,No,Yes,Yes,No,Monthly,No,Manual,89.65,2623.65,No
6127-IYJOZ,male,1,No,No,1.0,Yes,No,dsl,No,No,No,No,No,No,Monthly,Yes,Manual,45.85,45.85,No
6618-RYATB,female,0,No,No,1.0,Yes,Yes,fiber optic,No,No,Yes,No,No,No,Monthly,Yes,Manual,79.55,79.55,Yes
8930-XOTDP,female,0,Yes,Yes,18.0,Yes,No,dsl,No,No,No,No,Yes,No,Monthly,No,Manual,55.95,1082.8,No
5916-QEWPT,female,0,Yes,No,2.0,Yes,No,dsl,No,No,Yes,No,Yes,Yes,Monthly,No,Credit card (automatic),69.0,147.8,No
5060-TQUQN,male,0,Yes,Yes,30.0,Yes,Yes,fiber optic,No,Yes,No,Yes,No,No,Monthly,Yes,Bank transfer (automatic),83.55,2570.2,No
0531-XBKMM,male,0,No,Yes,66.0,Yes,Yes,dsl,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),65.7,4378.9,No
8465-SBRXP,male,0,Yes,Yes,38.0,Yes,Yes,fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),94.9,3616.25,No
2408-PSJVE,male,0,Yes,Yes,44.0,Yes,No,dsl,No,Yes,Yes,Yes,No,No,Monthly,Yes,Manual,61.9,2924.05,No
9079-YEXQJ,female,0,No,No,54.0,Yes,Yes,fiber optic,No,Yes,Yes,Yes,Yes,Yes,Monthly,No,Manual,111.1,6014.85,Yes
9700-ZCLOT,male,0,No,No,2.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,20.0,32.7,No
8738-JOKAR,female,0,No,No,42.0,Yes,No,dsl,Yes,Yes,No,Yes,No,Yes,One year,Yes,Manual,67.7,2882.25,No
4534-WGCIR,female,0,Yes,Yes,58.0,Yes,Yes,no,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.15,1509.9,No
1930-WNXSB,male,0,Yes,Yes,58.0,Yes,No,fiber optic,No,Yes,No,No,Yes,Yes,Monthly,Yes,Manual,92.85,5305.05,No
2685-SREOM,female,0,Yes,Yes,25.0,Yes,Yes,fiber optic,No,No,Yes,No,No,Yes,Monthly,Yes,Manual,89.1,2368.4,Yes
3508-CFVZL,female,0,No,No,71.0,Yes,Yes,fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Manual,111.3,7985.9,No
0402-CQAJN,female,0,No,No,37.0,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),101.9,3545.35,Yes
6692-UDPJC,female,0,Yes,Yes,14.0,Yes,Yes,fiber optic,No,No,No,Yes,Yes,No,Monthly,Yes,Manual,91.65,1301.0,Yes
1273-MTETI,female,1,No,No,4.0,Yes,Yes,fiber optic,No,No,Yes,No,No,Yes,Monthly,Yes,Manual,88.85,372.45,Yes
0657-DOGUM,female,0,Yes,No,48.0,Yes,Yes,dsl,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),60.6,2985.25,No
5480-HPRRX,female,1,No,No,3.0,No,No,dsl,No,No,No,No,No,No,Monthly,No,Manual,25.3,77.75,Yes
8792-AOROI,female,0,Yes,No,8.0,Yes,No,dsl,Yes,No,No,Yes,No,Yes,Two year,No,Manual,65.5,564.35,No
0295-PPHDO,male,0,No,No,1.0,Yes,Yes,fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,95.45,95.45,Yes
5146-YYFRZ,male,0,No,No,67.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.95,1311.75,No
1195-OIYEJ,male,0,No,No,13.0,Yes,No,fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,91.1,1135.7,Yes
5906-CVLHP,female,0,Yes,Yes,45.0,Yes,No,dsl,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.15,2319.8,Yes
3452-SRFEG,male,0,No,No,49.0,Yes,Yes,fiber optic,No,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),74.6,3720.35,No
4070-OKWVH,female,0,Yes,No,52.0,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,No,Monthly,No,Bank transfer (automatic),94.6,5025.8,No
5297-MDOIR,female,0,Yes,No,63.0,Yes,No,fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),81.15,5224.5,No
6369-MCAKO,female,0,Yes,Yes,68.0,Yes,Yes,dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6185.8,No
4926-UMJZD,female,0,Yes,No,31.0,Yes,No,dsl,No,No,No,Yes,No,No,Monthly,Yes,Manual,49.2,1498.55,No
6848-HJTXY,female,0,Yes,No,64.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.45,1208.6,No
6341-AEVKX,female,0,Yes,No,62.0,Yes,No,fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Manual,104.3,6613.65,No
4501-EQDRN,female,0,No,No,1.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,No,Bank transfer (automatic),69.7,69.7,Yes
2990-HWIML,female,0,No,No,6.0,Yes,No,fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,89.5,573.3,Yes
0682-USIXD,female,0,Yes,No,21.0,Yes,No,fiber optic,No,No,No,Yes,Yes,No,Monthly,Yes,Manual,86.05,1818.9,No
6976-BWGLQ,female,0,Yes,Yes,72.0,Yes,Yes,no,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.2,1787.35,No
7078-NVFAM,female,0,Yes,Yes,32.0,No,No,dsl,Yes,Yes,No,No,No,No,Monthly,Yes,Manual,35.15,1051.05,No
8065-QBYTO,female,1,No,No,71.0,Yes,Yes,fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),99.65,7181.25,No
2133-TSRRM,female,0,No,Yes,34.0,Yes,No,fiber optic,Yes,Yes,Yes,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),105.35,3688.6,No
7384-GHBPI,male,0,Yes,No,3.0,No,No,dsl,No,No,No,No,No,Yes,Monthly,Yes,Manual,35.15,99.75,Yes
7603-USHJS,male,0,No,Yes,12.0,Yes,Yes,fiber optic,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),73.75,871.4,Yes
7234-FECYN,female,1,No,No,8.0,Yes,Yes,fiber optic,No,No,Yes,No,Yes,Yes,Monthly,No,Manual,101.35,780.5,Yes
2511-ALLCS,female,0,Yes,Yes,35.0,Yes,Yes,no,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.3,821.6,No
3191-CSNMG,female,0,Yes,Yes,3.0,Yes,No,fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Manual,80.7,239.45,No
7952-OBOYL,male,0,No,No,3.0,Yes,No,fiber optic,No,No,Yes,Yes,Yes,No,Monthly,Yes,Manual,89.85,244.45,No
7470-DYNOE,male,0,No,No,53.0,Yes,No,dsl,No,No,Yes,No,No,Yes,One year,Yes,Manual,61.1,3357.9,No
7853-OETYL,female,0,Yes,No,4.0,No,No,dsl,Yes,No,No,No,No,No,Monthly,Yes,Manual,29.05,129.6,No
1545-ACTAS,female,0,Yes,Yes,48.0,Yes,No,fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.7,4977.2,No
5876-HZVZM,female,0,Yes,Yes,6.0,Yes,No,dsl,Yes,Yes,No,No,No,No,Monthly,No,Credit card (automatic),55.9,365.35,Yes
1400-MMYXY,male,1,Yes,No,3.0,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,Yes,Monthly,Yes,Manual,105.9,334.65,Yes
5126-RCXYW,male,0,Yes,Yes,54.0,No,No,dsl,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),46.0,2424.05,No
3085-QUOZK,female,0,No,No,1.0,Yes,No,dsl,No,No,No,No,No,No,Monthly,No,Manual,43.95,43.95,Yes
2363-BJLSL,male,0,No,No,62.0,Yes,No,dsl,No,Yes,Yes,Yes,Yes,Yes,Monthly,Yes,Bank transfer (automatic),80.4,4981.15,No
1956-YIFGE,male,0,Yes,Yes,22.0,Yes,No,fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Manual,100.05,2090.25,No
3926-CUQZX,male,0,No,No,1.0,Yes,No,dsl,No,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),45.1,45.1,Yes
7921-LMDFQ,male,1,No,No,51.0,Yes,No,fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.0,4905.75,No
2925-MXLSX,female,0,No,No,30.0,Yes,Yes,dsl,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),68.95,2038.7,No
5820-PTRYM,female,1,Yes,No,56.0,Yes,Yes,dsl,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),68.45,4014.0,No
9609-BENEA,male,0,Yes,No,35.0,Yes,Yes,dsl,No,Yes,No,Yes,Yes,No,One year,Yes,Manual,69.0,2441.7,No
6211-WHMYA,female,1,No,No,64.0,No,No,dsl,No,Yes,No,Yes,Yes,No,Monthly,Yes,Manual,43.85,2751.0,No
4459-BBGHE,male,0,No,Yes,30.0,No,No,dsl,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,44.5,1307.8,No
9945-PSVIP,female,0,Yes,Yes,25.0,Yes,No,no,No,No,No,No,No,No,Two year,Yes,Manual,18.7,383.65,No
1041-RXHRA,female,0,No,No,41.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,No,Bank transfer (automatic),70.25,2868.05,Yes
1750-CSKKM,male,0,No,Yes,9.0,Yes,No,dsl,No,No,No,No,Yes,No,Monthly,No,Manual,55.35,449.75,Yes
9108-EJFJP,female,0,Yes,No,1.0,Yes,No,dsl,Yes,Yes,No,No,No,No,Monthly,Yes,Manual,53.55,53.55,No
0530-IJVDB,male,0,No,Yes,70.0,Yes,Yes,fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Manual,114.6,7882.5,No
0508-SQWPL,female,0,Yes,Yes,57.0,Yes,No,no,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.1,1087.7,No
2215-ZAFGX,male,0,No,No,9.0,Yes,Yes,fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Manual,85.5,791.7,No
8213-TAZPM,female,0,Yes,Yes,69.0,Yes,Yes,fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.75,7493.05,No
7142-HVGBG,male,1,Yes,No,43.0,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,Yes,Monthly,Yes,Manual,103.0,4414.3,Yes
1304-SEGFY,female,0,Yes,No,72.0,Yes,Yes,fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Manual,97.85,6841.3,No
7242-EDTYC,male,0,No,Yes,44.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.55,819.95,No
2904-GGUAZ,female,0,Yes,No,72.0,Yes,Yes,fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.05,6052.25,No
8267-ZNYVZ,female,0,Yes,No,33.0,Yes,No,fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Manual,103.75,3361.05,Yes
5136-GFPMB,male,0,No,No,54.0,Yes,Yes,fiber optic,No,No,Yes,No,No,Yes,Monthly,No,Credit card (automatic),89.4,4869.5,No
2595-KIWPV,male,0,No,Yes,27.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.7,509.3,No
5243-SAOTC,male,0,No,No,54.0,Yes,Yes,fiber optic,No,Yes,No,No,No,No,Monthly,Yes,Bank transfer (automatic),79.85,4308.25,No
9398-MMQTO,male,0,No,No,3.0,Yes,No,fiber optic,No,Yes,No,No,No,No,Monthly,No,Credit card (automatic),74.45,221.1,No
7619-PLRLP,female,0,Yes,No,53.0,Yes,Yes,dsl,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),74.1,3833.95,No
6457-GIRWB,male,0,No,No,1.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,69.35,69.35,Yes
6508-NJYRO,male,0,Yes,No,15.0,Yes,No,no,No,No,No,No,No,No,One year,No,Manual,18.8,294.95,No
1450-SKCVI,female,0,No,No,56.0,Yes,No,fiber optic,No,Yes,No,No,No,No,Monthly,Yes,Manual,73.85,4092.85,Yes
4710-NKCAW,male,0,Yes,Yes,5.0,Yes,Yes,dsl,Yes,Yes,No,Yes,No,No,Monthly,No,Credit card (automatic),64.4,316.9,No
5306-BVTKJ,male,0,Yes,Yes,48.0,Yes,No,dsl,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),55.8,2651.2,No
0357-NVCRI,female,0,No,Yes,25.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Credit card (automatic),20.05,471.7,No
5570-PTWEH,female,0,Yes,No,3.0,Yes,Yes,fiber optic,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),75.15,216.75,Yes
2371-KFUOG,male,0,No,No,58.0,Yes,No,fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),99.15,5720.95,No
0463-ZSDNT,male,0,No,No,10.0,Yes,No,dsl,No,No,No,No,No,Yes,Monthly,Yes,Bank transfer (automatic),56.75,503.25,No
6502-MJQAE,male,0,No,No,1.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,69.6,69.6,Yes
6257-DTAYD,male,0,Yes,No,71.0,Yes,Yes,fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.15,7365.3,No
4616-ULAOA,female,0,Yes,Yes,65.0,Yes,Yes,fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,7245.9,No
7693-LCKZL,male,0,Yes,Yes,5.0,Yes,Yes,fiber optic,No,Yes,No,No,No,No,Monthly,Yes,Manual,80.15,385.0,Yes
7746-AWNQW,female,0,No,No,28.0,No,No,dsl,No,No,Yes,Yes,No,No,Monthly,Yes,Manual,35.75,961.4,No
5996-EBTKM,female,0,Yes,Yes,67.0,Yes,Yes,dsl,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),69.9,4615.9,No
2758-RNWXS,male,0,No,No,35.0,Yes,No,fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Manual,89.2,3251.3,No
2314-TNDJQ,female,0,Yes,Yes,72.0,No,No,dsl,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),55.65,3880.05,No
2405-LBMUW,female,0,Yes,Yes,61.0,No,No,dsl,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),50.7,3088.75,No
3454-JFUBC,male,1,No,No,68.0,Yes,No,no,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),20.0,1396.0,No
0032-PGELS,female,0,Yes,Yes,1.0,No,No,dsl,Yes,No,No,No,No,No,Monthly,No,Bank transfer (automatic),30.5,30.5,Yes
9039-ZVJDC,male,0,No,No,3.0,Yes,No,no,No,No,No,No,No,No,Monthly,Yes,Manual,19.1,53.05,No
6797-LNAQX,male,0,Yes,Yes,70.0,Yes,Yes,fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.3,6859.5,Yes
9013-AQORL,female,0,No,Yes,48.0,No,No,dsl,No,Yes,Yes,No,No,Yes,Monthly,No,Credit card (automatic),45.55,2108.35,No
2898-MRKPI,male,0,Yes,Yes,68.0,Yes,Yes,fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),101.05,6770.5,No
2750-BJLSB,female,0,No,No,47.0,Yes,No,fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Manual,103.7,4730.6,No
3648-GZPHF,male,0,Yes,Yes,32.0,No,No,dsl,No,No,Yes,Yes,No,No,One year,Yes,Manual,36.25,1151.05,No
2075-RMJIK,female,0,Yes,Yes,5.0,Yes,No,dsl,Yes,No,No,No,No,No,Monthly,Yes,Manual,49.4,232.55,No
9588-YRFHY,male,0,No,No,49.0,Yes,No,no,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),19.9,1022.6,No
6394-MFYNG,female,0,No,No,48.0,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),107.4,5121.3,Yes
1564-NTYXF,female,1,No,No,13.0,Yes,Yes,fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Manual,82.0,1127.2,Yes
9364-YKUVW,male,0,No,No,15.0,Yes,No,no,No,No,No,No,No,No,Monthly,Yes,Manual,19.8,309.4,No
5392-AKEMH,female,0,No,No,12.0,Yes,No,dsl,No,No,No,No,No,No,Monthly,Yes,Manual,45.05,523.1,No
2451-YMUXS,male,1,No,No,67.0,Yes,Yes,dsl,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),64.55,4250.1,No
3914-FDRHP,male,0,No,No,9.0,Yes,No,fiber optic,No,No,No,Yes,Yes,No,Monthly,No,Manual,86.25,770.5,No
3078-ZKNTS,female,0,Yes,Yes,13.0,Yes,No,no,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.75,246.7,No
